title,atu,culture,author,source_page,sources,n_sources
The Jealous Stepmother.,,,,,indian_harvested,1
The Jewelled Arrow.,,,,,indian_harvested,1
JINDA PIR.,,,,,indian_harvested,1
Jogeshwar's Marriage,545B,India,,type0545b.html,catalogue_indian_ashliman|indian_harvested,2
The Judgment of the Jackal,,,,,indian_harvested,1
July and December,,,,,indian_harvested,1
KṚIŚĀ GAUTAMĪ,,,,,indian_harvested,1
Kara and Guja.,,,,,indian_harvested,1
Karmu and Dharmu.,,,,,indian_harvested,1
Keep it for the Beggar.,,,,,indian_harvested,1
The Kid and the Tiger,,,,,indian_harvested,1
The Killing of the Rakhas,92,India,,type0092.html,catalogue_indian_ashliman|indian_harvested,2
The Killing of the Tiger.,,,,,indian_harvested,1
The King and His Inquisitive Queen,670,India,,type0670.html,catalogue_indian_ashliman|indian_harvested,2
The King and the Clever Girl,1620,India,,type1620.html,catalogue_indian_ashliman,1
The King and the Water-Goddesses,,,,,indian_harvested,1
KING MĀNDHĀTAR,,,,,indian_harvested,1
King Mansing of Sirohi.,,,,,indian_harvested,1
The King of the Bhuyans.,,,,,indian_harvested,1
THE KING OF THE CROCODILES,,,,,indian_harvested,1
The King of the Kites,,,,,indian_harvested,1
The King of the Mice,,,,,indian_harvested,1
The King’s Lesson,,,,,indian_harvested,1
The King's Son and the Wazir's Daughter,,,,,indian_stokes,1
King Shudraka and Hero's Family (Goblin 4),,,,,indian_harvested,1
King Solomon and the Owl,,,,,indian_harvested,1
The King who died for Love of his General's Wife; the General follows him in Death (Goblin 16),,,,,indian_harvested,1
THE KING WHO WAS FRIED,,,,,indian_harvested,1
The King who won a Fairy as his Wife (Goblin 11),,,,,indian_harvested,1
THE KING&#x27;S WHITE ELEPHANT,,,,,indian_harvested,1
The Koeri and the Barber.,,,,,indian_harvested,1
Kora and His Sister.,,,,,indian_harvested,1
KUŚA JĀTAKA,,,,,indian_harvested,1
"KULLOO, A FAITHFUL DOG",,,,,indian_harvested,1
Kuwar and the Raja’s Daughter.,,,,,indian_harvested,1
A Lac of Rupees for a Bit of Advice,,,,,indian_harvested,1
Lacknose,,,,,indian_harvested,1
Lakhan and the Bongas.,,,,,indian_harvested,1
Lakhan and the Wild Buffaloes.,,,,,indian_harvested,1
The Lambikin,122F,India,,type0122f.html,catalogue_indian_ashliman|indian_harvested,2
The Lamps and the King’s Daughter-in-Law,,,,,indian_harvested,1
LARKANA.,,,,,indian_harvested,1
The Laughing Fish.,,,,,indian_harvested,1
The Lazy Man.,,,,,indian_harvested,1
Ledha and the Leopard.,,,,,indian_harvested,1
A Legend.,,,,,indian_harvested,1
"THE LEGEND OF GWÂSHBRÂRI, THE GLACIER-HEARTED QUEEN",,,,,indian_harvested,1
THE LEGEND OF NALDERA TEMPLE,,,,,indian_harvested,1
A LEGEND OF SARDANA,,,,,indian_harvested,1
The Leopard Outwitted.,,,,,indian_harvested,1
LESS INEQUALITY THAN MEN DEEM.,,,,,indian_harvested,1
A Lesson for Fathers,980,India,,type0980.html,catalogue_indian_ashliman,1
A Lesson for Kings,,,,,indian_harvested,1
The Lid of the Sacred Casket,,,,,indian_harvested,1
Life’s Secret,,,,,indian_harvested,1
Light Makes Prosperity.,,,,,indian_harvested,1
The Lion and the Boar,,,,,indian_harvested,1
The Lion and the Crane,,,,,indian_harvested,1
The Lion and the Hare,92,"India, The Panchatantra",,type0092.html,catalogue_indian_ashliman|indian_harvested,2
THE LION IN BAD COMPANY,,,,,indian_harvested,1
