collection,file,title,author,year,source_type,fidelity,word_count
weinreich_en,072_good-manners-and-foolish-khushim.html,Good Manners and Foolish Khushim,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,073_khushim-and-his-bride.html,Khushim and His Bride,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,074_the-tale-of-a-leaf-from-the-tree-of-knowledge.html,The Tale of a Leaf from the Tree of Knowledge,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,075_reb-hershele-and-the-goose-leg.html,Reb Hershele and the Goose Leg,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,076_hershele-ostropolyer-and-the-sabbath-caftan.html,Hershele Ostropolyer and the Sabbath Caftan,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,077_the-angel-spills-the-jar-of-fools.html,The Angel Spills the Jar of Fools,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,078_the-hill-pushed-away.html,The Hill Pushed Away,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,079_how-khelmites-lighted-up-the-night.html,How Khelmites Lighted Up the Night,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,080_the-melameds-trunk.html,The Melamed's Trunk,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,081_the-rolling-stone.html,The Rolling Stone,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,082_the-missed-moment-of-redemption.html,The Missed Moment of Redemption,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,083_the-mekarev-rebbe-gets-even-with-a-stingy-woman.html,The Mekarev Rebbe Gets Even with a Stingy Woman,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,084_the-happy-pair-and-the-baal-shem-tov.html,The Happy Pair and the Baal Shem Tov,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,085_the-fleet-footed-tomeshef-rebbe.html,The Fleet-Footed Tomeshef Rebbe,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,086_the-right-order-is-important.html,The Right Order Is Important,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,087_reb-khaim-urbakh-rocks-a-cradle-on-yom-kippur.html,Reb Khaim Urbakh Rocks a Cradle on Yom Kippur,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,088_the-miracle-of-the-dry-well.html,The Miracle of the Dry Well,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,089_the-reincarnation-of-queen-esther.html,The Reincarnation of Queen Esther,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,090_the-penitent-and-the-rebbe-of-tshekhenove.html,The Penitent and the Rebbe of Tshekhenove,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,091_the-boy-who-put-two-socks-on-one-foot.html,The Boy Who Put Two Socks on One Foot,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,092_the-power-of-the-mourners-prayer.html,The Power of the Mourner's Prayer,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,093_the-curious-disciple.html,The Curious Disciple,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,094_reb-malkiel-and-the-702-candles.html,Reb Malkiel and the 702 Candles,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,095_a-modern-miracle.html,A Modern Miracle,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,096_how-judah-halevi-entered-heaven-alive.html,How Judah Halevi Entered Heaven Alive,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,097_rabbi-joshua-and-the-emperor-of-rome.html,Rabbi Joshua and the Emperor of Rome,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,098_a-wonderful-legend-of-a-cave.html,A Wonderful Legend of a Cave,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,099_waiting-for-the-messiah.html,Waiting for the Messiah,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,100_the-torah-of-my-servant-moses.html,The Torah of My Servant Moses,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,101_a-disputation.html,A Disputation,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,102_he-has-only-one-weakness.html,He Has Only One Weakness,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,103_evening-the-score.html,Evening the Score,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,104_reb-leybele-of-mir-goes-to-the-marketplace.html,Reb Leybele of Mir Goes to the Marketplace,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,105_napoleon-the-first-and-the-jewish-officer.html,Napoleon the First and the Jewish Officer,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,106_napoleon-in-vilna.html,Napoleon in Vilna,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,107_the-cantonists-mother-and-nicholas-the-first.html,The Cantonist's Mother and Nicholas the First,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,108_czar-nicholas-decrees-the-burning-of-the-talmud.html,Czar Nicholas Decrees the Burning of the Talmud,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,109_the-poor-man-and-rothschild.html,The Poor Man and Rothschild,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,110_rothschilds-shoes.html,Rothschild's Shoes,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,111_the-shoemaker-and-the-shretelekh.html,The Shoemaker and the Shretelekh,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,112_the-synagogue-the-church-and-the-town-hall.html,"The Synagogue, the Church, and the Town Hall",Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,113_the-transmigrating-soul.html,The Transmigrating Soul,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,114_whos-milking-the-cows.html,Who's Milking the Cows?,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,115_the-passover-elf-helps-great-grandmother.html,The Passover Elf Helps Great-Grandmother,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,116_the-blacksmith-and-the-horses-with-human-hands.html,The Blacksmith and the Horses with Human Hands,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,117_the-mysterious-gold-chain.html,The Mysterious Gold Chain,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,118_the-unquiet-grave.html,The Unquiet Grave,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,119_the-large-stone-synagogue-of-berditshev.html,The Large Stone Synagogue of Berditshev,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,120_the-golem-of-vilna.html,The Golem of Vilna,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,121_the-baal-shem-tov-and-the-gilgl.html,The Baal Shem Tov and the Gilgl,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,122_the-shretele-that-took-a-little-nip.html,The Shretele That Took a Little Nip,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,123_the-lost-hat-and-the-pile-of-gold.html,The Lost Hat and the Pile of Gold,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,124_the-miracle-of-the-beer-keg.html,The Miracle of the Beer Keg,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,125_how-doves-saved-a-synagogue-from-fire.html,How Doves Saved a Synagogue from Fire,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,126_a-cave-that-leads-to-the-land-of-israel.html,A Cave That Leads to the Land of Israel,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,127_late-night-spooks.html,Late-Night Spooks,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,128_the-missing-bridegroom.html,The Missing Bridegroom,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
weinreich_en,129_the-trustees.html,The Trustees,Various (YIVO zamlers),1988,E-European oral mayse,stub,0
