atu,topic,title,culture,author,origin_raw,source_page
1645,The Man Who Became Rich through a Dream,The Bridge at Kempen (1),Holand,,Holand,type1645.html
1645,The Man Who Became Rich through a Dream,The Bridge at Kempen (2),Holland,,Holland,type1645.html
1645,The Man Who Became Rich through a Dream,Dreams Are Lies,Germany,,Germany,type1645.html
1645,The Man Who Became Rich through a Dream,The Dream of the Treasure on the Bridge,Germany,,Germany,type1645.html
1645,The Man Who Became Rich through a Dream,The Bridge at Lübeck,Germany,,Germany,type1645.html
1645,The Man Who Became Rich through a Dream,Treasure Unearthed,Germany,,Germany,type1645.html
1645,The Man Who Became Rich through a Dream,The Pine Tree of Steltzen,Germany,,Germany,type1645.html
1645,The Man Who Became Rich through a Dream,Digging Up Snakes,Germany,,Germany,type1645.html
1645,The Man Who Became Rich through a Dream,A Good Dream,Switzerland,,Switzerland,type1645.html
1645,The Man Who Became Rich through a Dream,Treasure at the Isar Bridge,Austria / Germany,,Austria / Germany,type1645.html
1645,The Man Who Became Rich through a Dream,The Dream of Treasure,Austria,,Austria,type1645.html
1645,The Man Who Became Rich through a Dream,The Dwarf on the Ziller Bridge,Austria,,Austria,type1645.html
1645,The Man Who Became Rich through a Dream,The Dream of the Zirl Bridge,Austria,,Austria,type1645.html
1645,The Man Who Became Rich through a Dream,How one Became Rich through a Dream: A Legend,Austria,,Austria,type1645.html
1645,The Man Who Became Rich through a Dream,The Treasure under the Bridge,Austria,,Austria,type1645.html
1645,The Man Who Became Rich through a Dream,The Golden Fox,Czech Republic / Austria,,Czech Republic / Austria,type1645.html
1645,The Man Who Became Rich through a Dream,The Fish-Dealer of Palermo,Italy,,Italy,type1645.html
1645,The Man Who Became Rich through a Dream,The Church at Erritsø,Denmark,,Denmark,type1645.html
1645,The Man Who Became Rich through a Dream,The Treasure in Tanslet,Denmark,,Denmark,type1645.html
1645,The Man Who Became Rich through a Dream,A Peasant in Vester-Brøndum,Denmark,,Denmark,type1645.html
,East of the Sun and West of the Moon,Norway,,,,norway034.html
122F,Eat Me When I'm Fatter,"The Sheep, the Lamb, the Wolf, and the Hare",Tibet,,Tibet,type0122f.html
122F,Eat Me When I'm Fatter,The Lambikin,India,,India,type0122f.html
122F,Eat Me When I'm Fatter,The Fisher and the Little Fish,Aesop,,Aesop,type0122f.html
122F,Eat Me When I'm Fatter,The Dog and the Wolf,Bohemia,,Bohemia,type0122f.html
122F,Eat Me When I'm Fatter,Mr. Hawk and Brother Rabbit,African-America,Joel Chandler Harris,African-America (Joel Chandler Harris),type0122f.html
,The Luck of Edenhall (Eden Hall),The Luck of Edenhall (1),England,,England,edenhall.html
,The Luck of Edenhall (Eden Hall),The Luck of Eden Hall (2),England,,England,edenhall.html
,The Luck of Edenhall (Eden Hall),The Luck of Eden Hall,Joseph Ritson,,Joseph Ritson,edenhall.html
,The Luck of Edenhall (Eden Hall),The Luck of Eden Hall (4),Evelyn Blantyre Simpson,,Evelyn Blantyre Simpson,edenhall.html
,The Luck of Edenhall (Eden Hall),Das Glück von Edenhall,Ludwig Uhland,,Ludwig Uhland,edenhall.html
,The Luck of Edenhall (Eden Hall),The Luck of Edenhall,Henry Wadsworth Longfellow,,Henry Wadsworth Longfellow,edenhall.html
1620,The Emperor's New Clothes,The Emperor's New Clothes,Denmark,,Denmark,type1620.html
1620,The Emperor's New Clothes,The Invisible Cloth,Spain,,Spain,type1620.html
1620,The Emperor's New Clothes,How Eulenspiegel Painted the Forbears of the Landgrave of Hessen,Germany,,Germany,type1620.html
1620,The Emperor's New Clothes,Fine Thread,Russia,,Russia,type1620.html
1620,The Emperor's New Clothes,The Miller with the Golden Thumb,England,,England,type1620.html
1620,The Emperor's New Clothes,The King's New Turban,Turkey,,Turkey,type1620.html
1620,The Emperor's New Clothes,The King and the Clever Girl,India,,India,type1620.html
1620,The Emperor's New Clothes,The Invisible Silk Robe,Sri Lanka,,Sri Lanka,type1620.html
,"Folklore, Folktales, and Fairy Tales from England",Related bibliographies,,,,england.html
5050,Fairies' Hope for Christian Salvation,A Redeemer for the Elves?,Sweden,,Sweden,type5050.html
5050,Fairies' Hope for Christian Salvation,The Näck and the Strömkarl,Sweden,,Sweden,type5050.html
5050,Fairies' Hope for Christian Salvation,Salvation for the Neck,Sweden,,Sweden,type5050.html
5050,Fairies' Hope for Christian Salvation,The Water Nymph,Sweden,,Sweden,type5050.html
5050,Fairies' Hope for Christian Salvation,The Trolls Desire to Be Saved,Denmark,,Denmark,type5050.html
5050,Fairies' Hope for Christian Salvation,The Clergyman and the Dwarfs,Denmark,,Denmark,type5050.html
5050,Fairies' Hope for Christian Salvation,Gillikop,Denmark,,Denmark,type5050.html
5050,Fairies' Hope for Christian Salvation,When We Cease to Exist....,"An excerpt from ""The Little Mermaid"" by Hans Christian Andersen",,"An excerpt from ""The Little Mermaid"" by Hans Christian Andersen",type5050.html
5050,Fairies' Hope for Christian Salvation,The Convent Nixie in Guben,Germany,,Germany,type5050.html
5050,Fairies' Hope for Christian Salvation,The Sea Bishop,Germany / Poland,,Germany / Poland,type5050.html
5050,Fairies' Hope for Christian Salvation,The Pious Clergyman and the Fairy,Scotland,,Scotland,type5050.html
5050,Fairies' Hope for Christian Salvation,A Ross-Shire Narrative,Scotland,,Scotland,type5050.html
5050,Fairies' Hope for Christian Salvation,The Priest's Supper,Ireland,,Ireland,type5050.html
5050,Fairies' Hope for Christian Salvation,The Belated Priest,Ireland,,Ireland,type5050.html
5050,Fairies' Hope for Christian Salvation,THE BELATED PRIEST.,,,,type5050.html
5050,Fairies' Hope for Christian Salvation,The First Turf Fire,Ireland,,Ireland,type5050.html
6010,A Captured Fairy,A Fairy Caught,England,,England,type6010.html
6010,A Captured Fairy,Skillywidden the Fairy,England,,England,type6010.html
6010,A Captured Fairy,Colman Grey,England,,England,type6010.html
6010,A Captured Fairy,A Woman Caught a Fairy,Wales,,Wales,type6010.html
6010,A Captured Fairy,The Wonderful Plough,Germany,,Germany,type6010.html
6010,A Captured Fairy,Krachöhrle! Where Are You?,Germany,,Germany,type6010.html
6045,Fairy Cup Legends,The Oldenburg Horn,Germany,,Germany,type6045.html
6045,Fairy Cup Legends,The Stolen Cup,Germany,,Germany,type6045.html
6045,Fairy Cup Legends,Church Cups,Germany/Denmark,,Germany/Denmark,type6045.html
6045,Fairy Cup Legends,The Altar Cup in Aagerup (Ågerup),Denmark,,Denmark,type6045.html
6045,Fairy Cup Legends,Svend Fælling and the Elle-Maid,Denmark,,Denmark,type6045.html
6045,Fairy Cup Legends,The Öiestad (Øyestad) Horn,Norway,,Norway,type6045.html
6045,Fairy Cup Legends,The Trolls Celebrate Christmas,Sweden,,Sweden,type6045.html
6045,Fairy Cup Legends,Origin of the Noble Name of Trolle,Sweden,,Sweden,type6045.html
6045,Fairy Cup Legends,The Fairy Banquet,England,,England,type6045.html
6045,Fairy Cup Legends,The Fairy Horn,England,,England,type6045.html
6045,Fairy Cup Legends,The Story of the Fairy Horn,England,,England,type6045.html
6045,Fairy Cup Legends,The Rillaton Gold Cup,England,Cornwall,England (Cornwall),type6045.html
6045,Fairy Cup Legends,The Fairy Cup of Kirk Malew,Isle of Man,,Isle of Man,type6045.html
6045,Fairy Cup Legends,The Silver Cup,Isle of Man,,Isle of Man,type6045.html
6045,Fairy Cup Legends,"The Trowie ""Pig""",Scotland,Shetland,Scotland (Shetland),type6045.html
,The Fairy Flag of Dunvegan Castle,The Fairy Flag of Dunvegan Castle,Scotland,,Scotland,dunvegan.html
,The Fairy Flag of Dunvegan Castle,A Family Tradition,Janet MacLeod Golden,age 13,Janet MacLeod Golden (age 13),dunvegan.html
503,Fairy Gifts,The Fairies and the Hump-Back,Scotland,,Scotland,type0503.html
503,Fairy Gifts,The Hunchback of Willow Brake,Scotland,,Scotland,type0503.html
503,Fairy Gifts,The Legend of Knockgrafton,Ireland,,Ireland,type0503.html
503,Fairy Gifts,The Palace in the Rath,Ireland,,Ireland,type0503.html
503,Fairy Gifts,A Fairy Tale in the Ancient English Style,Thomas Parnell,,Thomas Parnell,type0503.html
503,Fairy Gifts,"Billy Beg, Tom Beg, and the Fairies",Isle of Man,,Isle of Man,type0503.html
503,Fairy Gifts,The Fairies and the Two Hunchbacks: A Story of Picardy,France,,France,type0503.html
503,Fairy Gifts,The Tailor on the Brocken,Germany,,Germany,type0503.html
503,Fairy Gifts,The Gifts of the Mountain Spirits,Germany,,Germany,type0503.html
503,Fairy Gifts,The Gifts of the Little People,Germany,,Germany,type0503.html
503,Fairy Gifts,The Two Hunchbacked Brothers,Italy,,Italy,type0503.html
503,Fairy Gifts,The Two Humpbacks,Italy,,Italy,type0503.html
503,Fairy Gifts,The Elves and the Envious Neighbor,Japan,,Japan,type0503.html
503,Fairy Gifts,How an Old Man Lost His Wen,Japan,,Japan,type0503.html
503,Fairy Gifts,The Old Man with the Wen,Japan,,Japan,type0503.html
503,Fairy Gifts,The Story of Hok Lee and the Dwarfs,China,,China,type0503.html
,Fairy Theft,Of the Subterranean Inhabitants,Scotland,,Scotland,fairytheft.html
,Fairy Theft,Fairy Theft,Scotland,,Scotland,fairytheft.html
,Fairy Theft,Fairy Control over Crops,Ireland,,Ireland,fairytheft.html
,Fairy Theft,Fairies on May Day,Ireland,,Ireland,fairytheft.html
,Fairy Theft,The Sidhe,Ireland,,Ireland,fairytheft.html
,Fairy Theft,The Three Cows,England,,England,fairytheft.html
,Fairy Theft,"A ""Verry Volk"" Feast",Wales,and Brittany,Wales (and Brittany),fairytheft.html
,Fairy Theft,Riechert the Smith,Germany,,Germany,fairytheft.html
888,The Faithful Wife,Of Chastity,Gesta Romanorum,,Gesta Romanorum,type0888.html
888,The Faithful Wife,Application,,,,type0888.html
888,The Faithful Wife,The Man Hitched to a Plow,France / Germany,,France / Germany,type0888.html
888,The Faithful Wife,Conrad von Tannenberg,Germany,,Germany,type0888.html
888,The Faithful Wife,The Tsaritsa Harpist,Russia,,Russia,type0888.html
888,The Faithful Wife,The Lute Player,Russia,,Russia,type0888.html
888,The Faithful Wife,A Story Told by a Hindu,India,,India,type0888.html
,Andreas Grein of Purbach,Andreas Grein of Purbach,"Burgenland, Austria",,"Burgenland, Austria",purbach.html
510B,The Father Who Wanted to Marry His Daughter,Doralice,"Italy, Giovanni Francesco Straparola",,"Italy, Giovanni Francesco Straparola",type0510b.html
510B,The Father Who Wanted to Marry His Daughter,The She-Bear,"Italy, Giambattista Basile",,"Italy, Giambattista Basile",type0510b.html
510B,The Father Who Wanted to Marry His Daughter,Ass'-Skin,"Basque, Wentworth Webster",,"Basque, Wentworth Webster",type0510b.html
510B,The Father Who Wanted to Marry His Daughter,All-Kinds-of-Fur,Version of 1812,,Version of 1812,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,"Germany, Jacob and Wilhelm Grimm",,,,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,Emperor Heinrich in Sudemer Mountain,Germany,,Germany,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,Cinder Blower,Karl Bartsch,,Karl Bartsch,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,"Broomthrow, Brushthrow, Combthrow","Austria, Theodor Vernaleken",,"Austria, Theodor Vernaleken",type0510b.html
510B,The Father Who Wanted to Marry His Daughter,The Emperor's Daughter in the Pig Stall,Romania,,Romania,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,Fair Maria Wood,"Italy, Thomas Frederick Crane",,"Italy, Thomas Frederick Crane",type0510b.html
510B,The Father Who Wanted to Marry His Daughter,Maria Wood,Italy,,Italy,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,All-Kinds-of-Fur,Greece,,Greece,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,The Princess Who Would Not Marry Her Father,Portugal,,Portugal,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,The Horse's Skin,Portugal,,Portugal,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,The King Who Wished to Marry His Daughter,Scotland,,Scotland,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,Morag a Chota Bhain -- Margery White Coats,Scotland,,Scotland,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,Rashen Coatie,Scotland,,Scotland,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,The Princess and the Golden Cow,England,,England,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,The Story of Catskin,"England, James Orchard Halliwell",,"England, James Orchard Halliwell",type0510b.html
510B,The Father Who Wanted to Marry His Daughter,The Princess in the Cat-Skins,Ireland,,Ireland,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,The Beautiful Princess,Lithuania,,Lithuania,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,The Princess with a Golden Star on Her Forehead,Czechia,,Czechia,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,Pigskin,Ukraine,,Ukraine,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,Kniaz Danila Govorila,Russia,,Russia,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,Seggu-Jataka: How a Pious Greengrocer Tested His Daughter's Virtue,"India, The Jataka",,"India, The Jataka",type0510b.html
510B,The Father Who Wanted to Marry His Daughter,Type 510B tales in the English Language,,,,type0510b.html
510B,The Father Who Wanted to Marry His Daughter,Type 510B tales in the German Language,,,,type0510b.html
,Faust Legends,Doctor Johann Faustus,Abstracted from the Faust Chapbook of 1587,,Abstracted from the Faust Chapbook of 1587,faust.html
,Faust Legends,Doctor Faust in Neu-Ruppin,Germany,,Germany,faust.html
,Faust Legends,Dr. Faust at Boxberg Castle,Germany,,Germany,faust.html
,Faust Legends,Dr. Faust in Erfurt,Germany,,Germany,faust.html
,Faust Legends,Dr. Faust and Melanchton in Wittenberg,Germany,,Germany,faust.html
,Faust Legends,Doctor Faust in Anhalt,Ludwig Bechstein,,Ludwig Bechstein,faust.html
,Faust Legends,How Doctor Faust Came Back to Life,Germany,,Germany,faust.html
,Faust Legends,Faustschlössl,Austria,,Austria,faust.html
,Faust Legends,Doctor Faust at Castle Waardenburg,Netherlands,,Netherlands,faust.html
,Faust Legends,Faust's Book of Hell's Charms,"Zellerfeld, Germany",,"Zellerfeld, Germany",faust.html
,Faust Legends,Dr. Faust's Hell-Master,Germany,,Germany,faust.html
,Faust Legends,The Pact,Austria,,Austria,faust.html
,Faust Legends,A Scholar Assigns Himself to the Devil,Denmark,,Denmark,faust.html
,Faust Legends,Doctor Faustus Was a Good Man (1),England,,England,faust.html
,Faust Legends,Doctor Faustus Was a Good Man (2),England,,England,faust.html
,Faust Legends,Dule upon Dun,England,,England,faust.html
,Faust Legends,Devil Compacts,Scotland,,Scotland,faust.html
,Faust Legends,Dafydd Hiraddug and the Crow Barn,Wales,,Wales,faust.html
,Faust Legends,Selected literary works based on the Faust legend,,,,faust.html
,Faust Legends,Selected musical works based on the Faust legend,,,,faust.html
326,Fear,Good Bowling and Card-Playing,"Jacob and Wilhelm Grimm, 1812",,"Jacob and Wilhelm Grimm, 1812",type0326.html
326,Fear,The Story of a Boy Who Went Forth to Learn Fear,"Jacob and Wilhelm Grimm, 1819",,"Jacob and Wilhelm Grimm, 1819",type0326.html
326,Fear,Shuddering,Germany,,Germany,type0326.html
326,Fear,The Brave Flute Player,Germany,,Germany,type0326.html
326,Fear,A Fearless Boy,Denmark,,Denmark,type0326.html
326,Fear,The Boy Who Did Not Know What Fear Was,Iceland,,Iceland,type0326.html
326,Fear,Jack Dreadnought,Hungary,,Hungary,type0326.html
326,Fear,The Boy Who Found Fear at Last,Turkey,,Turkey,type0326.html
326,Fear,The Deadly Mosque,Persia,,Persia,type0326.html
326,Fear,About the Young Boy Who Had No Fear,Lithuania,,Lithuania,type0326.html
326,Fear,The Headless Dwarfs,Estonia,,Estonia,type0326.html
326,Fear,The Man Who Never Knew Fear,Ireland,,Ireland,type0326.html
326,Fear,The Boy Who Feared Nothing,England,Derbyshire,England (Derbyshire),type0326.html
326,Fear,The Dauntless Girl,England,Norfolk,England (Norfolk),type0326.html
326,Fear,A Wager Won,England,Oxfordshire,England (Oxfordshire),type0326.html
326,Fear,The Boy and the Ghost,USA,Alabama,USA (Alabama),type0326.html
326,Fear,The Dismembered Ghost,USA,,USA,type0326.html
326,Fear,The Haunted House,USA,North Carolina,USA (North Carolina),type0326.html
555,The Fisherman and His Wife,The Fisherman and His Wife,Germany,,Germany,type0555.html
555,The Fisherman and His Wife,Hanns Dudeldee,"Germany, Albert Ludewig Grimm",,"Germany, Albert Ludewig Grimm",type0555.html
555,The Fisherman and His Wife,"The Old Man, His Wife, and the Fish",Russia,,Russia,type0555.html
555,The Fisherman and His Wife,The Stonecutter,Japan,,Japan,type0555.html
555,The Fisherman and His Wife,The Bullock's Balls,India,,India,type0555.html
777A,The Flying Dutchman,The Sailors Said They Saw the Flying Dutchman,"John MacDonald, 1790",,"John MacDonald, 1790",type0777ast.html
777A,The Flying Dutchman,The Story of the Flying Dutchman,A Voyage to New South Wales,1795,A Voyage to New South Wales (1795),type0777ast.html
777A,The Flying Dutchman,A Common Superstition of Mariners,"Scotland, 1803",,"Scotland, 1803",type0777ast.html
777A,The Flying Dutchman,"Written on Passing Dead-Man's Island* In the Gulf of St Lawrence, Late in the Evening, Sept. 1804.","Thomas Moore, 1804",,"Thomas Moore, 1804",type0777ast.html
777A,The Flying Dutchman,The Dæmon-Frigate,"Sir Walter Scott, 1813",,"Sir Walter Scott, 1813",type0777ast.html
777A,The Flying Dutchman,Vanderdecken's Message Home,"Blackwood's Edinburgh Magazine, 1821)",,"Blackwood's Edinburgh Magazine, 1821)",type0777ast.html
777A,The Flying Dutchman,The Flying Dutchman,South Africa,,South Africa,type0777ast.html
777A,The Flying Dutchman,The Fable of the Flying Dutchman,"Heinrich Heine, The Memoirs of Herr von Schnabelewopski, 1833 You certainly know the fable of the Flying Dutchman. It is the story of an enchanted ship which can never arrive in port, and which since time immemorial has been sailing about at sea. When it meets a vessel, some of the unearthly sailors come in a boat and beg the others to take a packet of letters home for them. These letters must be nailed to the mast, else some misfortune will happen to the ship -- above all if no Bible be on board, and no horseshoe nailed to the foremast. The letters are always addressed to people whom no one knows, and who have long been dead, so that some late descendant gets a letter addressed to a far away great-great-grandmother, who has slept for centuries in her grave. That wooden ghost, that spook-ship, is so called from the captain, a Dutchman, who once swore by all the devils that he would get round a certain mountain -- its name has escaped me -- in spite of a fearful storm, even if he would have to sail until Judgment Day. The devil took him at his word, therefore he must sail forever, until set free by a woman's loyalty. The devil, in his stupidity, has no faith in female loyalty, and allowed the enchanted captain to land once in seven years and get married, and thus find opportunities to save his soul. The poor Dutchman! He often has been only too glad to escape from his marriage and his wife-savior, and get on board again. The play which I saw in Amsterdam [in the year 1827] was based on this fable. Another seven years have passed; the poor Dutchman is more weary than ever of his endless wandering; he comes ashore, befriends a Scottish nobleman, to whom he sells diamonds at an unbelievably low price, and when he hears that his customer has a beautiful daughter, he asks for her hand in marriage. This bargain is agreed to as well. Next we see the Scotsman's home; with an anxious heart the maiden awaits the bridegroom. With melancholy she often looks up at a large, time-worn picture which hangs in the hall, and depicts a handsome man in Spanish-Dutch clothing. It is an old heirloom, and according to her grandmother, it is a true portrait of the Flying Dutchman as he was seen in Scotland a hundred years earlier, in the time of William of Orange. A warning connected to this portrait has been passed down as well: that the women of the family must beware of the person depicted in the painting. This warning has naturally enough had the result of deeply impressing the features of the dangerous man in the picture in the girl's mind, from her childhood onward. Therefore, when the authentic Flying Dutchman makes his appearance, she is startled, but not from fear. He too is moved when he sees the portrait. But when he is told who it represents, he tactfully turns aside all suspicion, makes fun of the superstition, and ridicules the Flying Dutchman, the Wandering Jew of the Ocean. Nevertheless, now in a melancholy mood, he relates how the gentleman must be suffering horribly out there on the endless waves, how his body is nothing other than a coffin of flesh in which is soul in imprisoned, how life and death alike reject him, like an empty cask scornfully cast ashore by the sea, then contemptuously again set adrift. He further muses that the poor Dutchman's agony must be as deep as the sea on which he sails -- cast between life and death, his ship without anchor, and his heart without hope. I believe that these were, more or less, the words with which the bridegroom ends. The bride looks at him earnestly, now and then casting glances at his portrait. It seems seems that she has guessed his secret; and when he afterwards asks, ""Katherine, will you be true to me?"" she answers with resolve, ""True to death."" ............ [Following the intermission] I returned to my seat in the theater just in time to see the play's last scene. The Flying Dutchman's wife is standing on a high cliff above the sea wringing her hands in despair, while her unhappy husband is seen on the deck of his unearthly ship, tossing on the waves. He loves her, and will leave her lest she be lost with him. He confesses to her his dreadful destiny, and the cruel curse which hangs above his head. She cries aloud, ""I was true to you to this hour, and I know how to be true unto death! Saying this she throws herself into the waves, and the enchantment is ended. The Flying Dutchman is redeemed, and we see the ghostly ship slowly sink into the depths of the sea. Source: The Memoirs of Herr von Schnabelewopski, ch. 7, The Works of Heinrich Heine, translated from the german by Charles Godfrey Leland (Hans Breitmann), vol. 1 (London: William Heinemann, 1903), pp. 130-36. Translation corrected and revised by D. L. Ashliman. © 2013. Link to the German-language original: Die Fabel von dem fliegenden Holländer. The play that Heine ostensibly saw in Amsterdam has not been identified. This short sketch by Heinrich Heine served as the impetus for Richard Wagner's opera Der fliegende Holländer (first performed in 1843). Return to the table of contents. The Flying Dutchman of the Tappan Sea Washington Irving",,"Heinrich Heine, The Memoirs of Herr von Schnabelewopski, 1833 You certainly know the fable of the Flying Dutchman. It is the story of an enchanted ship which can never arrive in port, and which since time immemorial has been sailing about at sea. When it meets a vessel, some of the unearthly sailors come in a boat and beg the others to take a packet of letters home for them. These letters must be nailed to the mast, else some misfortune will happen to the ship -- above all if no Bible be on board, and no horseshoe nailed to the foremast. The letters are always addressed to people whom no one knows, and who have long been dead, so that some late descendant gets a letter addressed to a far away great-great-grandmother, who has slept for centuries in her grave. That wooden ghost, that spook-ship, is so called from the captain, a Dutchman, who once swore by all the devils that he would get round a certain mountain -- its name has escaped me -- in spite of a fearful storm, even if he would have to sail until Judgment Day. The devil took him at his word, therefore he must sail forever, until set free by a woman's loyalty. The devil, in his stupidity, has no faith in female loyalty, and allowed the enchanted captain to land once in seven years and get married, and thus find opportunities to save his soul. The poor Dutchman! He often has been only too glad to escape from his marriage and his wife-savior, and get on board again. The play which I saw in Amsterdam [in the year 1827] was based on this fable. Another seven years have passed; the poor Dutchman is more weary than ever of his endless wandering; he comes ashore, befriends a Scottish nobleman, to whom he sells diamonds at an unbelievably low price, and when he hears that his customer has a beautiful daughter, he asks for her hand in marriage. This bargain is agreed to as well. Next we see the Scotsman's home; with an anxious heart the maiden awaits the bridegroom. With melancholy she often looks up at a large, time-worn picture which hangs in the hall, and depicts a handsome man in Spanish-Dutch clothing. It is an old heirloom, and according to her grandmother, it is a true portrait of the Flying Dutchman as he was seen in Scotland a hundred years earlier, in the time of William of Orange. A warning connected to this portrait has been passed down as well: that the women of the family must beware of the person depicted in the painting. This warning has naturally enough had the result of deeply impressing the features of the dangerous man in the picture in the girl's mind, from her childhood onward. Therefore, when the authentic Flying Dutchman makes his appearance, she is startled, but not from fear. He too is moved when he sees the portrait. But when he is told who it represents, he tactfully turns aside all suspicion, makes fun of the superstition, and ridicules the Flying Dutchman, the Wandering Jew of the Ocean. Nevertheless, now in a melancholy mood, he relates how the gentleman must be suffering horribly out there on the endless waves, how his body is nothing other than a coffin of flesh in which is soul in imprisoned, how life and death alike reject him, like an empty cask scornfully cast ashore by the sea, then contemptuously again set adrift. He further muses that the poor Dutchman's agony must be as deep as the sea on which he sails -- cast between life and death, his ship without anchor, and his heart without hope. I believe that these were, more or less, the words with which the bridegroom ends. The bride looks at him earnestly, now and then casting glances at his portrait. It seems seems that she has guessed his secret; and when he afterwards asks, ""Katherine, will you be true to me?"" she answers with resolve, ""True to death."" ............ [Following the intermission] I returned to my seat in the theater just in time to see the play's last scene. The Flying Dutchman's wife is standing on a high cliff above the sea wringing her hands in despair, while her unhappy husband is seen on the deck of his unearthly ship, tossing on the waves. He loves her, and will leave her lest she be lost with him. He confesses to her his dreadful destiny, and the cruel curse which hangs above his head. She cries aloud, ""I was true to you to this hour, and I know how to be true unto death! Saying this she throws herself into the waves, and the enchantment is ended. The Flying Dutchman is redeemed, and we see the ghostly ship slowly sink into the depths of the sea. Source: The Memoirs of Herr von Schnabelewopski, ch. 7, The Works of Heinrich Heine, translated from the german by Charles Godfrey Leland (Hans Breitmann), vol. 1 (London: William Heinemann, 1903), pp. 130-36. Translation corrected and revised by D. L. Ashliman. © 2013. Link to the German-language original: Die Fabel von dem fliegenden Holländer. The play that Heine ostensibly saw in Amsterdam has not been identified. This short sketch by Heinrich Heine served as the impetus for Richard Wagner's opera Der fliegende Holländer (first performed in 1843). Return to the table of contents. The Flying Dutchman of the Tappan Sea Washington Irving",type0777ast.html
777A,The Flying Dutchman,The Rotterdam,Scotland,,Scotland,type0777ast.html
777A,The Flying Dutchman,The Spectre Ship of Porthcurno,England,,England,type0777ast.html
777A,The Flying Dutchman,We Meet the Flying Dutchman,"The Cruise of Her Majesty's Ship ""Bacchante,"" 1881",,"The Cruise of Her Majesty's Ship ""Bacchante,"" 1881",type0777ast.html
777A,The Flying Dutchman,The Phantom Ship,James William Buel,,James William Buel,type0777ast.html
777A,The Flying Dutchman,The Phantom Ship,,,,type0777ast.html
777A,The Flying Dutchman,In Pursuit of the Spectral Ship,,,,type0777ast.html
777A,The Flying Dutchman,Ghostly Ships of Extraordinary Proportions,,,,type0777ast.html
777A,The Flying Dutchman,A Monk Who Visited the Islands of the Damned and the Blessed,,,,type0777ast.html
777A,The Flying Dutchman,Origin of the Ghostly Ship,,,,type0777ast.html
777A,The Flying Dutchman,A Real Flying Dutchman,,,,type0777ast.html
777A,The Flying Dutchman,Dying Superstition,,,,type0777ast.html
1586,The Foolish Friend,The Mosquito and the Carpenter,The Jataka Tales,,The Jataka Tales,type1586.html
1586,The Foolish Friend,The Foolish Friend,The Panchatantra,,The Panchatantra,type1586.html
1586,The Foolish Friend,The Gardener and the Bear,Bidpai,,Bidpai,type1586.html
1586,The Foolish Friend,The Stupid Boy,Sri Lanka,,Sri Lanka,type1586.html
1586,The Foolish Friend,The Bald Man and the Fly,Aesop,,Aesop,type1586.html
1586,The Foolish Friend,The Seven Wise Men of Buneyr,Pakistan,,Pakistan,type1586.html
1586,The Foolish Friend,The Bear and the Amateur of Gardening,Jean de La Fontaine,,Jean de La Fontaine,type1586.html
1586,The Foolish Friend,Fortunio,"Italy, Giovanni Francesco Straparola",,"Italy, Giovanni Francesco Straparola",type1586.html
1586,The Foolish Friend,Giufà and the Judge,Italy,,Italy,type1586.html
1586,The Foolish Friend,The Little Omelet,Italy,,Italy,type1586.html
1586,The Foolish Friend,"Permission Granted, but Probably Regreted",Switzerland,,Switzerland,type1586.html
1586,The Foolish Friend,Foolish Hans,Austria-Hungary,,Austria-Hungary,type1586.html
1586,The Foolish Friend,The Blockhead and the Judge,England,,England,type1586.html
1586,The Foolish Friend,The Tale of a Butter Tub,Iceland,,Iceland,type1586.html
1586,The Foolish Friend,The Seven Crazy Fellows,Philippines,,Philippines,type1586.html
1586,The Foolish Friend,The Monkeys and the Dragonflies,Philippines,,Philippines,type1586.html
750A,Foolish Wishes,The Two-Headed Weaver,The Panchatantra,,The Panchatantra,type0750a.html
750A,Foolish Wishes,The Three Wishes,1001 Nights,,1001 Nights,type0750a.html
750A,Foolish Wishes,The Ridiculous Wishes,Charles Perrault,,Charles Perrault,type0750a.html
750A,Foolish Wishes,The Sausage,Sweden,,Sweden,type0750a.html
750A,Foolish Wishes,Loppi and Lappi,Estonia,,Estonia,type0750a.html
750A,Foolish Wishes,The Wishes,Hungary,,Hungary,type0750a.html
750A,Foolish Wishes,The Woodman's Three Wishes,England,,England,type0750a.html
750A,Foolish Wishes,The Three Wishes,England,,England,type0750a.html
1288A,A Fool Does Not Count the Animal He Is Riding,The Simpleton with Ten Asses,Turkey,,Turkey,type1288a.html
