title,atu,culture,author,source_page,sources,n_sources
A Poor Man and a Woman,,,,,ceylon_harvested,1
The Poor Man and the Jewels,,,,,ceylon_harvested,1
The Pots of Oil,,,,,ceylon_harvested,1
The Prince and Princess and Two Dēvatāwās,,,,,ceylon_harvested,1
The Prince and the Ascetics,,,,,ceylon_harvested,1
The Prince and the Minister,,,,,ceylon_harvested,1
The Prince and the Princess,,,,,ceylon_harvested,1
The Prince and the Yakā,,,,,ceylon_harvested,1
Prince Sokkā,,,,,ceylon_harvested,1
The Prince who did not go to School,,,,,ceylon_harvested,1
The Prince who received the Turtle Shell,,,,,ceylon_harvested,1
The Princes who Learnt the Sciences,,,,,ceylon_harvested,1
A Princess and a Prince,,,,,ceylon_harvested,1
The Princess Heṭṭirāla,,,,,ceylon_harvested,1
The Proud Jackal,,,,,ceylon_harvested,1
The Queen and the Beggar,,,,,ceylon_harvested,1
The Queen of the Rock House,,,,,ceylon_harvested,1
Rāja-kumārayakut Kumārikāwak gæna,,,,,ceylon_harvested,1
Rāksayāgeyi Kumārikāwageyi Katantaraya,,,,,ceylon_harvested,1
The Rākshasa-eating Prākshasa,,,,,ceylon_harvested,1
The Raṭēmahatmayā’s Presents,,,,,ceylon_harvested,1
The Roll of Cotton,,,,,ceylon_harvested,1
The Royal Prince and the Carpenter’s Son,,,,,ceylon_harvested,1
The Royal Prince and the Heṭṭirāla,,,,,ceylon_harvested,1
"Sīgiris Siññō, the Giant",,,,,ceylon_harvested,1
The Seven Princesses,,,,,ceylon_harvested,1
The Seven Robbers,,,,,ceylon_harvested,1
SINHALESE TEXTS OF STORIES,,,,,ceylon_harvested,1
The Son and the Mother,,,,,ceylon_harvested,1
The Son who was Blind at Night,,,,,ceylon_harvested,1
The Speaking Horse,,,,,ceylon_harvested,1
The Story about a Giant,,,,,ceylon_harvested,1
A Story about a Vaeddā,,,,,ceylon_harvested,1
The Story of a King and a Prince,,,,,ceylon_harvested,1
The Story of a Siwurāla,,,,,ceylon_harvested,1
The Story of Ayiwandā,,,,,ceylon_harvested,1
The Story of Bahu-Bhūtayā,,,,,ceylon_harvested,1
The Story of Batmasurā,,,,,ceylon_harvested,1
The Story of Goḷu-Bayiyā,,,,,ceylon_harvested,1
The Story of Kaḷundāwa,,,,,ceylon_harvested,1
The Story of King Bamba,,,,,ceylon_harvested,1
The Story of Koṭā,,,,,ceylon_harvested,1
The Story of Mādampē-rāla,,,,,ceylon_harvested,1
The Story of Marirāla,,,,,ceylon_harvested,1
The Story of Senasurā,,,,,ceylon_harvested,1
The Story of Sokkā,,,,,ceylon_harvested,1
The Story of the Ḍabukkā,,,,,ceylon_harvested,1
The Story of the Bitch,,,,,ceylon_harvested,1
The Story of the Brāhmaṇa,,,,,ceylon_harvested,1
The Story of the Brāhmaṇa’s Kitten,,,,,ceylon_harvested,1
The Story of the Cake Tree,,,,,ceylon_harvested,1
The Story of the Cobra and the Prince,,,,,ceylon_harvested,1
The Story of the Cobra’s Bite,,,,,ceylon_harvested,1
The Story of the Elder Sister and Younger Brother,,,,,ceylon_harvested,1
The Story of the Foolish Leopard,,,,,ceylon_harvested,1
The Story of the Four-Fold Trap,,,,,ceylon_harvested,1
The Story of the Four Giants,,,,,ceylon_harvested,1
The Story of the Gamarāla’s Son,,,,,ceylon_harvested,1
The Story of the Gourd,,,,,ceylon_harvested,1
The Story of the King,,,,,ceylon_harvested,1
The Story of the Mango Bird,,,,,ceylon_harvested,1
The Story of the Old Man,,,,,ceylon_harvested,1
The Story of the Pearl Necklace,,,,,ceylon_harvested,1
The Story of the Rākshasa,,,,,ceylon_harvested,1
The Story of the Rākshasa and the Princess,,,,,ceylon_harvested,1
The Story of the Seven Thieves,,,,,ceylon_harvested,1
The Story of the Seven Wicked Women,,,,,ceylon_harvested,1
The Story of the Seven Yakās,,,,,ceylon_harvested,1
The Story of the Shell Snail,,,,,ceylon_harvested,1
The Story of the Two Liars,,,,,ceylon_harvested,1
The Story of the Vīra Tree Fish-Owls,,,,,ceylon_harvested,1
The Story of the Wooden Peacock,,,,,ceylon_harvested,1
The Stupid Boy,,,,,ceylon_harvested,1
"The Sun, the Moon, and Great Paddy",,,,,ceylon_harvested,1
Tamarind Ṭikkā,,,,,ceylon_harvested,1
The Teacher and his Pupil,,,,,ceylon_harvested,1
The Thief and the Rākshasas,,,,,ceylon_harvested,1
The Thief called Haranṭikā,,,,,ceylon_harvested,1
The Three-cornered Hatter,,,,,ceylon_harvested,1
The Three Heṭṭiyās,,,,,ceylon_harvested,1
The Three Questions,,,,,ceylon_harvested,1
The Three Suitors,,,,,ceylon_harvested,1
The Three Truths,,,,,ceylon_harvested,1
The Three Yakās,,,,,ceylon_harvested,1
The Time of Scholars,,,,,ceylon_harvested,1
The Turtle Dove,,,,,ceylon_harvested,1
The Turtle Prince,,,,,ceylon_harvested,1
The Two Thieves,,,,,ceylon_harvested,1
Æwariyakkā,,,,,ceylon_harvested,1
The Washerman and the Leopard,,,,,ceylon_harvested,1
The Wax Horse,,,,,ceylon_harvested,1
The Way in which the Prince traded,,,,,ceylon_harvested,1
The Way the Rākshasī Died,,,,,ceylon_harvested,1
The White Turtle,,,,,ceylon_harvested,1
The Wicked Elder Brother,,,,,ceylon_harvested,1
The Wicked King,,,,,ceylon_harvested,1
The Wicked Princess,,,,,ceylon_harvested,1
The Wicked Step-mother,,,,,ceylon_harvested,1
The Widow Woman and Loku-Appuhāmi,,,,,ceylon_harvested,1
The Wimalī Story,,,,,ceylon_harvested,1
The Woman Pre-eminent in Cunning,,,,,ceylon_harvested,1
The Woman who ate by stealth,,,,,ceylon_harvested,1
The Yakā and the Tom-tom Beater,,,,,ceylon_harvested,1
The Yakā of the Akaraganē Jungle,,,,,ceylon_harvested,1
